CHLAMYDIA_CASES,SINGLE_PARENT_HOUSEHOLDS,LBW_BIRTHS,INJURY_DEATHS,DRUG_POISONING_DEATHS,LIMITED_TO_HEALTHYFOOD,PRIMARY_CARE_PHYSICIANS,PREMATURE_DEATHS,CHILD_TOTAL_DEATHS,DENTISTS,TEEN_BIRTHS,CHILDREN_IN_POVERTY,PREMATURE_TOTAL_DEATHS,MEDICARE_ENROLLEES,NOT_PROFICIENT_IN_ENGLISH,SEVERE_HOUSING_PROBLEMS,DRIVING_DEATHS,UNEMPLOYED,DIABETICS,UNINSURED_CHILDREN,MOTOR_VEHICLE_DEATHS,LABOR_FORCE,SOME_COLLEGE,PCT_NOT_PROFICIENT_IN_ENGLISH,SOME_COLLEGE_POPULATION,MAMMO_MEDICARE_ENROLLEES,DRIVE_ALONE,AGE_65_AND_GREATER,ALC_IMPAIRED_DRIVING_DEATHS,WORKERS,UNINSURED_ADULTS,HOUSEHOLDS,TEEN_POPULATION,UNINSURED,LIVE_BIRTHS,COHORT_SIZE,POPULATION,PCT_NO_SOCIAL_EMO_SUPPORT,PCT_RURAL,PCT_SEVERE_HOUSING_PROBLEMS,TEEN_BIRTH_RATE,HIV_RATE,GRADUATION_RATE,PCT_FOOD_INSECURITY,DRUG_POISONING_MORTALITY_RATE,DENTISTS_RATIO,FOOD_ENVIR_INDEX,PRIMARY_CARE_PHYS_RATIO,PCT_ALC_IMPAIRED,PCT_SINGLE_PARENT_HOUSEHOLDS,PCT_UNINSURED_CHILDREN,INJURY_DEATHS_RATE,CHLAMYDIA_RATE,OTHER_PCP_RATE_PREV,NON_HISPANIC,State,COUNTY,STATE_SHORT,VIOLENT_CRIME_RATE,HOMICIDE_RATE,FUND_AMOUNT,FUNDED_IND,ANNUAL_VIOLENT_CRIMES
18,1053,94,85,19,2262.941831,11,261,12,9,133,910,261,3324,107,935,23,744,306,240,24,7451,1820,0.699712268,3112,238,4576,23.30756176,4,6267,2031,3201,3368,2247,1184,265,15909,14,41.00656998,13.55072464,39.48931116,1370,61.01886793,16.6,16.79261125,1953,6.409102769,1441,17.39130435,32.89597001,7.259528131,105.2,112.6,2463,92.34413965,OREGON,BAKER,OR,33.11806591,0,125000,1,5.333333333
306,3810,296,164,31,3955.955902,106,520,14,53,269,2403,520,6811,892,7275,32,2728,539,1029,47,44422,15488,1.091906184,19123,525,25054,13.05218096,9,39050,9676,14854,30104,10516,5383,819,86430,12.6,18.7639491,21.73588288,8.935689609,1247,71.73992674,15.7,5.327504013,1865,7.561996538,935,28.125,25.64965666,6.650294061,39,356.1,2646,83.33023277,OREGON,BENTON,OR,129.826701,0,0,0,110
974,21224,1570,1068,263,11708.51605,316,3334,117,276,1673,10180,3334,20577,8268,25980,132,15752,1609,6317,250,199576,65068,2.322302304,93170,1489,134063,14.95166169,40,174947,41014,87889,87486,46635,27583,5344,383857,13.4,18.07857614,18.1228419,19.12305969,39,72.21519461,12.9,10.24717112,1700,8.276224414,1243,30.3030303,24.14864204,6.925396042,57.7,256.2,1120,84.25460019,OREGON,CLACKAMAS,OR,117.7391626,2.142944531,0,0,447.6666667
128,2826,178,146,51,3933.162392,28,470,17,28,250,1774,470,4694,596,3330,29,1598,522,635,29,20664,4889,1.698150839,8336,373,12396,17.79576955,10,16919,5402,7467,8294,5969,2951,467,37301,15.7,38.97243446,20.47340916,30.14227152,1395,66.2366167,14.8,19.88683998,1658,7.120567093,1337,34.48275862,37.84652471,8.172458173,79.2,344.5,1777,87.05711442,OREGON,CLATSOP,OR,136.5937274,0,125000,1,51
132,3281,215,169,36,1872.094969,13,571,18,23,328,2318,571,3456,231,2675,32,2309,405,819,64,24221,6886,0.496411226,11780,262,16047,15.51353326,9,20168,5511,11631,11664,6259,3599,696,49286,17.8,43.61208486,14.02359109,28.12071331,1354,64.97916667,13.8,10.64512409,2201,8.026514108,524,28.125,28.20909638,6.925418569,69,267.2,1614,90.11285127,OREGON,COLUMBIA,OR,92.0128818,3.252676805,0,0,46
176,4265,296,290,69,2895.65117,55,1097,21,42,515,3460,1097,12308,243,4390,52,3012,1545,869,72,28165,7094,0.406578881,12804,1047,17839,22.67726357,18,24088,7969,11631,13324,8762,4421,774,62534,18.5,38.35318751,16.11304827,38.65205644,1269,61.85788114,16.5,15.55234491,1768,7.405601869,1191,34.61538462,36.66924598,7.086357335,91.6,280.3,2014,86.69798551,OREGON,COOS,OR,218.4218882,2.704755637,0,0,133
28,1257,99,75,11,951.5349083,7,280,32.5,8,155,1171,280,3353,227,1395,8,1246,393,424,20,8846,2291,1.133696249,4475,295,6084,22.37445125,4,7619,2875,4487,4429,3264,1565,270,20729,18.3,48.01697016,15.93375214,34.99661323,1370,67,17.8,7.365150785,126,7.152436227,287,50,28.01426343,9.353628943,69.6,134.4,1775,89.17820153,OREGON,CROOK,OR,234.720317,0,0,0,51.33333333
33,1198,72,135,24,1191.922322,15,435,32.5,12,125,886,435,5629,65,1980,17,1054,601,309,35,9073,2239,0.302931444,3698,491,5875,29.74649407,3,7760,2786,3592,4080,3061,1223,272,22248,19,38.73189054,18.90214797,30.6372549,1087,65.68933824,16,15.25688785,2009,7.429003171,1470,17.64705882,33.3518931,8.38307108,120.4,147.2,2651,88.36701986,OREGON,CURRY,OR,133.6650206,0,0,0,24
513,8925,803,514,100,7000.775202,155,1481,57,126,987,7733,1481,17056,2078,13385,75,8822,1524,3114,145,78294,28767,1.391027272,41424,1598,53898,16.6856671,23,68876,20840,36009,32793,23680,13068,2186,162277,13.7,27.64354954,21.18214907,30.09788674,1243,64.00869167,16,9.551071009,1632,7.521276359,1113,30.66666667,24.7854703,8.32909835,66.5,319.9,2708,88.34104808,OREGON,DESCHUTES,OR,298.4720726,2.196746332,0,0,478.3333333
219,7837,507,457,83,12202.87663,67,1577,47,62,931,6773,1577,16208,459,7065,89,5463,1859,1858,155,44859,12101,0.450415088,22116,1357,29676,22.27707066,28,39875,14093,21634,23268,15780,7774,1409,107164,16.3,41.17789109,16.08789707,40.01203369,1318,67.86515259,17.3,11.13606663,1921,6.548292492,1562,31.46067416,36.22538597,8.27838175,85.2,203.7,2044,89.4273743,OREGON,DOUGLAS,OR,113.7982746,2.68338955,0,0,121.6666667
4,114,219,169,0,400.2471529,0,571,32.5,0,368,56,520,5629,18,110,4,88,39,42,57.5,1192,197,0.999444753,359,25,656,22.17101895,1,911,234,361,11664,272,3599,696,1953,6.5,100,12.94117647,33.09182648,1370,67,13,0,2073,6.363974512,1801,25,31.57894737,10.9375,71.5,206.5,758,91.24423963,OREGON,GILLIAM,OR,36.43650938,0,0,0,0.666666667
11,385,24,42,0,1320.43107,6,92,32.5,6,40,383,92,1376,33,365,11,458,127,147,13,3426,893,0.469416785,1366,122,1969,25.48858822,3,2925,938,1408,1368,1071,428,93,7317,18.4,100,10.89552239,29.23976608,1370,69.59677419,17.4,0,1599,5.865577923,1266,27.27272727,27.34375,10.02728513,114.3,148.4,2955,92.87449393,OREGON,GRANT,OR,18.37390905,0,0,0,1.333333333
19,343,31,46,0,932.6916251,5,101,32.5,6,53,445,101,1293,9,460,15,417,153,146,16,3299,766,0.129217516,1378,99,2061,20.82640044,2,3150,1092,1589,1661,1226,549,123,7212,16.2,44.34114794,13.73134328,31.90848886,1370,66.74796748,19.6,0,1589,5.96227689,1455,13.33333333,21.58590308,8.71641791,124.9,257.7,2778,89.33224756,OREGON,HARNEY,OR,74.19085598,0,0,0,5.333333333
48,1160,100,56,0,310.3008209,44,168,12,26,176,1203,168,2120,2446,1535,21,1010,158,718,19,14497,3215,11.78057121,6003,164,7759,13.23503365,6,11166,4032,5643,5400,4686,2049,310,22584,17.2,52.17488589,19.22354415,32.59259259,1601,84,12.1,0,1437,8.614297915,695,28.57142857,20.55644161,12.02076009,51.6,213.4,1969,65.58847149,OREGON,HOOD RIVER,OR,70.13574661,0,0,0,15.5
527,15828,993,729,214,10500.14007,182,2294,75,147,1717,11635,2294,23866,4042,17940,90,10871,2325,3886,188,100207,27991,2.108810885,46804,2218,64745,18.8298161,23,84316,31039,44107,47091,34591,16362,2373,206412,17,20.0525575,21.52756945,36.46131957,1525,66.58470291,16.9,15.40050304,1708,7.266444133,1182,25.55555556,35.88546036,8.486754461,72.7,257.3,2541,83.2364521,OREGON,JACKSON,OR,272.4082789,2.302878959,0,0,555.3333333
139,2315,154,116,12,2347.819292,12,306,22,10,368,1810,306,2688,680,1475,29,1151,260,747,54,9459,2360,3.369172076,5033,232,5962,16.561681,12,8076,3710,5415,5441,4400,2256,292,21749,14.3,63.12154696,18.92238615,67.63462599,1375,62.2739726,18,8.039123736,2226,6.463073454,1717,41.37931035,42.75161588,13.23294951,107.1,638.5,1876,61.48667343,OREGON,JEFFERSON,OR,106.1016359,10.04890467,0,0,22.33333333
224,5537,329,416,78,5269.194601,68,1267,44,58,620,5358,1267,11372,301,8075,84,4062,1256,1339,133,34170,8796,0.38380129,16187,980,23435,23.62233209,37,29213,10655,16522,17403,11875,5806,1011,82930,19.2,44.96391136,23.52512746,35.62604149,1490,68.58456973,17.8,13.65658589,1725,6.962503077,1254,44.04761905,33.5128919,7.764119216,101.3,269.9,2483,88.49782293,OREGON,JOSEPHINE,OR,166.6465403,4.552195296,0,0,138
199,5091,474,291,61,8378.348613,50,966,34,49,756,3683,966,8955,1404,4885,53,3504,985,1349,87,30057,8704,2.248054568,14807,684,19372,18.29105474,15,26390,10209,14467,15720,11438,5742,870,65912,13.4,37.58059657,17.65769022,48.09160305,1109,61.13333333,17.1,13.17417775,1668,6.454818838,1336,28.30188679,35.1904334,8.908406525,87.5,300.2,2177,80.64739954,OREGON,KLAMATH,OR,248.0434937,6.263133683,0,0,163.3333333
139,442,39,47,11,1745.30663,5,121,32.5,2,54,378,121,1356,48,510,22,473,141,133,19,3684,959,0.632077956,1632,110,2131,21.95341655,9,3176,1014,1469,1691,1133,495,696,7771,16.2,63.33122229,14.73988439,31.933767,1370,67,18.1,20.15870398,777,5.273573431,1543,40.90909091,30.08849558,8.681462141,119.2,269.9,1917,86.74242424,OREGON,LAKE,OR,329.3223559,0,0,0,26
1297,23413,1588,1241,353,17141.19691,320,3779,130,228,2079,17137,3779,26976,5119,28535,164,15225,2564,5106,277,177073,58073,1.534201086,85864,2117,107399,16.15125994,54,152003,49763,68342,90548,54203,25281,3992,354542,16.1,17.52299447,19.83043191,22.96019791,1550,66.75676353,16.4,14.68588229,1811,7.396495622,1167,32.92682927,34.25858184,7.111618708,71.5,367,1788,84.4056682,OREGON,LANE,OR,291.2753789,3.078626883,0,0,1025
82,2738,164,201,66,2786.448278,28,781,11,25,350,2270,781,8021,565,3690,31,2100,852,856,41,22592,5041,1.291753355,9223,740,14686,23.21726507,5,19645,6487,7987,8378,7264,3172,503,46151,16.1,37.58960768,17.8692494,41.77608021,1515,67,15.6,20.65798823,2004,7.433834058,1590,16.12903226,34.28070615,10.18441404,87.7,178.5,2352,84.13642803,OREGON,LINCOLN,OR,335.5123598,0,0,0,155
388,9333,657,383,86,10035.15508,74,1387,62,64,1038,6823,1387,6944,1401,7160,68,5940,924,2268,131,54547,17260,1.282297702,28864,559,37941,16.22338628,17,48400,15546,27813,26445,17604,10298,1856,118360,15.6,31.63826797,16.13521127,39.25127623,1173,62.91109914,16.5,10.93776033,2006,6.990653428,1553,25,33.55625067,7.797833935,67,328.5,427,86.90650527,OREGON,LINN,OR,123.3045623,2.034932154,0,0,144.3333333
124,2328,219,101,12,1743.348615,16,340,12,20,526,2659,340,4326,1703,1700,27,1279,466,724,33,13064,3859,5.906426664,7954,295,7707,15.36728697,13,10833,4321,7790,7693,4973,3316,403,30630,19.3,48.41759014,16.69941061,68.37384635,1457,70.3808933,16.5,5.475726561,1799,7.304727662,1804,48.14814815,29.88446727,8.917354354,64.5,399.1,2755,62.93526677,OREGON,MALHEUR,OR,193.0934423,0,0,0,60.33333333
1497,27737,1948,930,225,14835.82454,224,3182,167,233,3772,23196,3182,17041,19643,22240,125,14793,1733,7224,240,154899,43893,6.726755316,82831,1297,94135,13.63688923,40,130048,50642,82268,77349,57115,33636,5013,319985,16.5,13.09369401,19.72068278,48.76598275,216,68.20406942,16.1,10.48800941,1688,7.473764654,1417,32,33.7154179,8.364015283,60.1,469.5,1353,68.35721433,OREGON,MARION,OR,241.6423693,2.750189134,125000,1,766.3333333
17,1063,66,30,0,1275.827449,4,130,32.5,26,137,730,130,1182,943,535,12,454,150,352,57.5,5528,944,9.111111111,2687,101,3379,13.66951263,1,4601,1752,3172,2983,2074,1118,193,11244,15.2,45.86950685,13.80645161,45.92691921,1325,72.26683938,13.4,0,1865,7.316782035,211,8.333333333,33.51197982,10.70885306,54,152.2,1977,63.88516233,OREGON,MORROW,OR,217.2813049,0,0,0,24.33333333
3957,48922,4537,2306,892,28078.13418,947,7038,319,655,4709,36441,7038,31090,37329,65935,182,31342,2569,9391,353,404357,183646,5.402420952,249745,2237,227070,11.1765992,67,366500,113867,149260,142301,122296,69680,7220,759256,17.1,1.342247197,22.09617963,33.09182648,1061,62.75228532,16.5,18.18553239,1573,7.485807785,917,36.81318681,32.77636339,6.004744458,64.8,529,2595,72.09818057,OREGON,MULTNOMAH,OR,496.7439583,4.138635734,250000,1,3624.333333
202,4497,332,231,46,6241.804167,46,732,31,29,552,3590,732,4703,1957,5055,46,3244,485,1581,61,38442,11059,2.765765002,17303,380,24129,15.77934069,10,31041,8814,18089,21549,10224,5940,606,76353,18.5,19.92626288,18.25568797,25.61603787,1149,59.0330033,13.8,9.133236045,148,7.562237584,1598,21.73913044,24.86041241,8.407785578,62.7,265.8,1549,80.327912,OREGON,POLK,OR,246.6091245,0,0,0,189.3333333
5,146,219,169,0,268.8802109,0,571,32.5,0,368,70,27,5629,49,95,13,90,32,35,57.5,1072,211,2.795208215,350,380,567,22.92147806,6,773,209,390,11664,242,3599,696,1732,16.2,100,11.65644172,33.09182648,1370,67,15.6,0,1924,6.483333818,1649,46.15384615,37.43589744,10.32448378,71.5,291,2128,91.46482122,OREGON,SHERMAN,OR,0,0,0,0,0
60,1840,131,108,22,2186.10227,20,358,12,12,177,1203,358,4083,402,2045,32,1064,424,541,27,12504,2508,1.678426788,5213,373,8245,22.19717642,12,10505,3555,4988,5025,4048,1843,304,25287,12.6,69.6039604,18.38202247,35.2238806,1238,78.61019737,14.9,12.51870693,2178,7.303672584,1295,37.5,36.88853248,10.47840403,85.7,236.2,2057,86.51384458,OREGON,TILLAMOOK,OR,88.48155094,0,0,0,22.33333333
246,7349,478,251,50,7200.076261,41,903,51,41,998,4804,903,8283,3390,4295,74,3324,930,1976,78,39736,9808,4.822876654,19622,573,25021,13.23223119,24,31734,11899,19917,18126,13693,7646,1154,76820,19.4,29.06613607,16.18007158,55.05903123,1515,69.62305026,14.5,9.595879146,2019,7.29748426,1756,32.43243243,36.89812723,9.380043672,67.1,320.6,1769,68.96488757,OREGON,UMATILLA,OR,268.972055,3.646434075,0,0,197.6666667
85,1599,155,97,17,4319.443645,20,301,13,15,195,1377,301,3987,324,1545,17,1141,375,487,20,12454,3121,1.345459076,5688,267,7521,17.71807912,3,10718,3052,5682,6807,3489,2239,325,25759,15.4,42.09647351,15.04381694,28.64698105,883,75.11538462,15.9,9.658761633,1912,6.263917801,1311,17.64705882,28.14149947,8.168399866,76.5,329.6,2754,90.48302619,OREGON,UNION,OR,142.6343362,0,0,0,35.66666667
139,481,33,30,0,695.3166632,9,82,32.5,2,20,333,82,1629,1,445,9,377,108,145,11,3700,710,0.015133172,1181,135,1812,25.06963788,3,2768,869,1305,1234,1004,417,696,6821,11.9,100,14.75953566,16.20745543,1370,67,15.6,0,576,7.033307016,912,33.33333333,36.85823755,10.72485207,86.8,269.9,1581,94.45318084,OREGON,WALLOWA,OR,24.05118091,0,0,0,1.666666667
62,1739,95,88,14,3871.660654,19,320,13,17,241,1453,320,3546,1556,1640,23,1156,371,649,16,14584,3071,6.606657609,5614,263,7214,18.55063366,8,10776,4253,5442,5480,4846,2091,311,25487,20.5,33.06627533,16.73469388,43.97810219,1370,65.89389068,15.2,8.179146681,1773,6.550444803,1338,34.7826087,31.95516354,10.80046597,71.3,245.7,2978,76.81147931,OREGON,WASCO,OR,77.93918056,0,0,0,19.33333333
1641,32789,3137,1071,267,10505.92353,486,3452,219,449,2995,21871,3452,23787,24897,33925,90,20695,1939,10361,235,293472,121719,5.04162372,165151,1719,189970,10.93063001,26,256203,65274,134043,112939,74642,52789,6491,547672,14.7,5.590039833,17.2699043,26.51874021,97,78.06308735,13.2,7.516316318,1599,8.33349374,1172,28.88888889,24.46155338,7.376424773,41.5,303.7,1676,69.41445583,OREGON,WASHINGTON,OR,162.0599791,1.54830486,0,0,865
139,62,219,169,0,662.4985586,0,571,32.5,2,368,94,26,5629,9,75,3,54,42,30,57.5,709,125,0.724054706,212,27,346,31.32022472,1,559,182,192,11664,210,3599,696,1424,16.2,100,11.90476191,33.09182648,1370,67,14.2,0,1314,3.579775556,1419,33.33333333,32.29166667,11.53846154,71.5,269.9,287,90.97956307,OREGON,WHEELER,OR,136.5937274,0,0,0,60.33333333
276,6964,478,267,62,4187.679115,74,868,44,52,838,5313,868,6482,3617,6230,43,4136,698,2167,92,48611,13942,3.90196015,24904,482,32235,14.46511396,11,43594,12911,24478,26647,14888,8605,1370,100255,16.5,22.60340952,18.31006613,31.44819304,1208,72.61423358,13.8,9.326898776,2059,7.982170469,1357,25.58139535,28.45003677,8.499705825,55.1,276,1448,78.83366734,OREGON,YAMHILL,OR,133.7944783,0,0,0,133.3333333
178,6144,553,285,72,3085.77378,58,1032,47,30,702,3160,1032,10098,1410,5400,90,3582,1109,1620,135,54424,11704,1.47187774,23601,722,40997,17.07297846,37,50360,8784,22137,26442,10260,7614,1155,101482,16.9,53.67578175,14.08818158,26.54867257,1388,89.57186147,9.8,10.28539103,562,8.901423068,1675,41.11111111,27.75443827,7.07454474,56.5,175.5,1387,90.41447971,PENNSYLVANIA,ADAMS,PA,150.5063229,1.714231838,0,0,153.3333333
6000,79492,7712,4022,1433,78770.75848,1307,14656,594,1022,6632,43448,14656,70862,8664,75210,334,45606,4421,9668,634,660973,231107,0.746085505,306741,3554,417776,16.93326002,91,586994,93967,239219,280154,102407,91601,12245,1229338,20.5,2.486291718,14.38861308,23.6726943,536,86.31849735,13.6,16.66780073,1590,7.792486045,1040,27.24550898,33.22980198,3.898528576,65.8,489,18,80.42025611,PENNSYLVANIA,ALLEGHENY,PA,442.4735111,7.630200473,2000000,1,5382.333333
128,4229,369,231,59,1023.06958,37,897,29,19,422,2556,897,4480,201,2965,57,2880,444,835,86,34053,8081,0.307358248,15871,252,24635,19.34979316,17,29994,5977,13954,15001,6731,4895,627,68409,21.6,67.48669152,10.28977963,28.1314579,1092,91.27113238,11.9,12.05181053,670,8.644286106,1745,29.8245614,30.30672209,5.784551438,66.5,186.7,1774,97.62604797,PENNSYLVANIA,ARMSTRONG,PA,129.9575681,2.246947726,0,0,83
520,11360,934,580,145,21133.65743,70,2221,75,83,1046,6154,2221,9334,857,8645,85,6656,803,1848,147,90805,25087,0.529974151,38618,514,64794,19.06605187,30,78547,13263,34560,37935,14931,12342,3554,170245,18.9,25.82752332,12.28855721,27.57348095,1344,78.71637591,12.1,11.99304569,2140,7.475098117,23,35.29411765,32.87037037,5.153661666,67.6,305.1,1748,90.33820111,PENNSYLVANIA,BEAVER,PA,299.6180952,4.218243656,0,0,507.3333333
33,2686,189,178,37,2240.936895,19,603,25,24,319,2070,603,3964,122,2390,75,2237,451,862,82,24153,5146,0.258831017,11487,312,17576,19.5827589,23,21832,4912,10554,10549,5711,3545,577,49324,21.4,83.79486355,12.00100427,30.23983316,1277,92.5,12.6,10.60223564,2144,8.192184717,121,30.66666667,25.45006633,7.824981845,71.4,66.3,1948,97.46538181,PENNSYLVANIA,BEDFORD,PA,102.3390835,0,0,0,51
1478,34490,2719,1193,289,12072.47366,267,3930,212,205,3779,20889,3930,39726,13525,22555,249,16556,3901,6731,364,206060,54792,3.50508464,100263,2453,153773,15.12173179,102,191703,37189,96493,107385,43331,35265,5491,413491,20.2,23.73603084,14.71250122,35.1911347,644,84.68011291,12.3,10.23762266,2116,8.414425881,1519,40.96385542,35.74352544,6.68454243,58.6,358.1,2080,76.26718895,PENNSYLVANIA,BERKS,PA,320.4038322,3.790400086,0,0,1316
350,8744,735,450,126,7389.918114,110,1667,49,65,997,5327,1667,10218,453,5600,75,4649,1173,1506,133,64939,15654,0.377937778,29778,661,46757,18.49340392,25,56660,10175,26672,30421,11540,9952,1454,127121,24.7,23.43082407,10.84220716,32.7734131,1335,87.56396149,12.1,14.16787356,2076,8.156063118,1203,33.33333333,32.78344331,5.429766369,70.8,275.4,131,95.47526605,PENNSYLVANIA,BLAIR,PA,262.6089155,2.923529465,0,0,332.3333333
110,4077,347,207,34,2792.455637,48,854,35,31,501,2838,854,8124,305,3135,63,2248,966,1044,72,34686,6464,0.517738924,14044,630,20917,18.4705058,17,26910,5950,13946,14302,6906,5163,798,62792,17.4,72.17431574,12.61061947,35.03006573,1367,86.38157895,10.9,7.781513413,2123,8.535564511,1325,26.98412698,29.23418902,7.107843137,66.3,174.8,209,96.53021381,PENNSYLVANIA,BRADFORD,PA,148.5956625,2.288680416,0,0,91.33333333
1003,27200,3309,1689,611,24214.10393,565,5830,201,476,1815,10244,5830,58523,9716,32250,287,25438,5367,6167,398,345039,104414,1.642070537,150651,4512,258068,15.62164602,89,313874,40143,141559,142758,45580,44232,7652,627053,19.4,8.829602286,14.04922675,12.71382339,192,92.48830371,9.7,14.06492748,1650,8.835449567,1170,31.01045296,19.2146031,4.23519878,54.2,160,1297,86.55736031,PENNSYLVANIA,BUCKS,PA,120.165687,1.611366487,0,0,752.3333333
275,8954,926,511,118,6420.467104,92,1825,65,111,671,4515,1825,11803,632,8115,118,6628,1076,1716,185,101794,30036,0.363093186,43467,756,73785,16.02043575,34,87785,13074,40414,45400,14608,13388,2695,184970,17.6,41.96408176,11.28493951,14.77973568,989,94.41799629,10.1,9.283991802,1881,8.795142882,1861,28.81355932,22.15568862,4.122918719,56,148.8,1911,95.79204972,PENNSYLVANIA,BUTLER,PA,148.0181313,1.573557933,0,0,272.6666667
285,9393,919,616,241,9631.553403,122,1914,70,69,923,5881,1914,10160,488,5625,80,6011,958,1313,143,68583,18349,0.358525637,32162,588,48958,19.32139225,36,59685,11100,27758,33633,12267,10118,1534,141584,26.5,32.00606909,9.566326531,27.44328487,1538,92.45013038,13.2,23.65648816,2141,7.844816388,1226,45,33.83889329,4.557445332,85.1,198.3,2715,93.10705071,PENNSYLVANIA,CAMBRIA,PA,221.865435,2.355832846,250000,1,310
5,292,553,31,0,131.3909629,3,73,45,3,38,193,73,809,9,140,6,261,101,60,13,2257,497,0.185528757,1006,53,1677,22.49443207,3,2220,434,919,1180,487,6938,75,4939,21.1,47.35496559,6.422018349,32.20338983,1538,87.5,14.9,0,1871,7.932502701,1615,50,31.77366703,6.030150754,119.3,99.8,1433,97.77510523,PENNSYLVANIA,CAMERON,PA,136.4079247,0,0,0,7
86,3793,356,242,60,2178.382192,29,885,23,27,370,2241,885,9090,193,3350,54,3200,1197,797,86,32456,8387,0.312717728,15390,763,22880,18.69058241,19,28802,5847,13314,12831,6572,4394,691,65006,23.3,47.16240862,12.83033321,28.83641182,103,88.43342981,12.4,13.43857229,5,8.352630196,2018,35.18518519,28.48880877,5.785423926,75,132,1139,93.46074142,PENNSYLVANIA,CARBON,PA,310.4990424,2.239762048,0,0,198.3333333
379,5576,569,274,70,4754.518374,107,1020,61,77,353,3611,1020,9213,927,10705,76,4454,943,1640,111,75989,24626,0.630089314,34770,634,48662,11.89139723,24,71756,12709,24006,55263,14137,9050,1133,155171,18.4,32.21767647,19.47425869,6.387637298,93,93.64872021,13.8,6.687685106,2115,8.099593175,1435,31.57894737,23.22752645,6.606243706,36.2,245,2592,87.71537517,PENNSYLVANIA,CENTRE,PA,113.0557382,0,0,0,171.3333333
937,20963,2830,1037,316,29318.49874,432,3907,193,309,1794,10282,3907,49777,11796,24775,174,16652,4304,6819,289,270852,93552,2.516646434,123975,3982,204012,13.74485516,71,250788,34063,122056,123849,40278,41782,7441,506575,14.5,13.27658022,13.67764375,14.48538139,61,86.09205752,9.5,9.334334904,1868,8.667829423,1215,40.8045977,17.17490332,5.379881657,42.3,186,2066,81.85866712,PENNSYLVANIA,CHESTER,PA,167.3278488,1.654185932,0,0,823.3333333
62,2348,216,132,21,935.2949457,20,486,20,16,258,1430,486,4138,121,1980,44,1788,499,548,63,19956,4491,0.318764983,8531,263,13742,16.9979317,14,17234,3818,7640,13606,4308,2824,467,39646,19.3,76.56046814,12.5794155,18.96222255,1108,90.10171306,14.3,7.433707261,49,8.077444621,1853,31.81818182,30.73298429,6.871473354,65.5,154.9,1534,96.86786297,PENNSYLVANIA,CLARION,PA,158.4688928,0,0,0,60.33333333
102,4655,406,302,73,3965.67167,53,1075,29,36,479,3424,1075,8023,447,4175,103,3652,1038,868,123,41360,9626,0.575682254,20265,583,28092,18.24743792,34,34080,7167,16074,17447,7953,5399,1034,81184,19,53.84973421,12.7189642,27.45457672,2,84.33704062,12.9,12.7047333,2278,8.095735862,1512,33.00970874,28.95981088,5.211335255,73.5,125.2,2823,94.1401649,PENNSYLVANIA,CLEARFIELD,PA,239.554136,0,0,0,196
92,2701,214,115,22,2408.566229,20,452,16,19,254,1851,452,3504,215,2100,36,1706,406,635,56,20211,4412,0.57910898,8513,252,13111,16.63840879,16,16828,3639,7997,11871,4235,2989,371,39517,24.4,45.69040216,13.77952756,21.39668099,598,94.09164421,13.1,8.103100909,2161,7.92325843,1819,44.44444444,33.77516569,7.553229452,59,234.6,2577,95.80138182,PENNSYLVANIA,CLINTON,PA,248.1904581,0,0,0,95.66666667
190,3725,358,203,40,1968.56112,46,809,30,30,395,2015,809,6169,463,3090,62,3030,711,703,78,37577,7591,0.725409708,14652,524,25083,16.60711349,19,30767,5592,12169,24167,6208,4406,737,66887,15.4,40.85147485,11.93741549,16.34460214,1467,82.87991859,13.2,8.618646442,2265,8.235975821,1449,30.64516129,30.61056784,5.449189985,60.9,281.6,1480,94.17712431,PENNSYLVANIA,COLUMBIA,PA,154.8364743,0,0,0,95.33333333
204,5763,492,326,72,3066.660763,58,1141,38,38,663,4834,1141,10829,451,4910,66,3308,1280,1522,120,43080,9895,0.540223276,19703,849,28133,17.42505537,30,36975,8972,19567,23578,10382,6938,1014,87598,21.1,63.70078297,13.8485404,28.11943337,1407,86.04142012,12.9,11.51988941,2305,8.240944218,1506,45.45454546,29.45264987,7.519762846,73.1,229.9,1555,95.571294,PENNSYLVANIA,CRAWFORD,PA,77.37496056,3.9999616,0,0,68.66666667
679,11338,1145,539,117,7546.349842,218,2117,79,153,1035,6484,2117,24067,2097,9780,107,8208,2329,2686,177,124657,38331,0.941519811,58792,1590,96544,16.25805695,26,117164,15710,48101,60298,18142,17154,2399,238614,16.6,22.17785443,10.43311287,17.16474842,403,89.28970404,10.5,7.308790789,1816,8.745064951,1154,24.29906542,23.57123553,5.378884973,46.6,285.4,2455,89.17080959,PENNSYLVANIA,CUMBERLAND,PA,110.1969896,0.999492757,0,0,258.3333333
1675,24814,2223,717,160,32035.0669,239,3080,157,178,2428,12638,3080,19356,4988,14320,158,10682,2051,3961,221,139263,43331,1.98628555,69544,1197,104807,14.47462593,52,129900,23216,61107,61521,26808,24230,3001,269665,24,13.3233868,13.28262684,39.46619853,959,82.48333889,14.4,8.705777372,1785,7.062599841,1182,32.91139241,40.60745905,6.175746048,54.2,622.7,234,69.58795651,PENNSYLVANIA,DAUPHIN,PA,511.8340277,5.767577509,0,0,1349
